Project,Title,app.location,Narration
CNA Recertification Theory + Clinical Support,M17 L04 C70 01 Activity,module.m17.lesson.l04.card.c70_01_activity,"Active learning task: use the CCCCO Module 17 terms for this objective (Abuse, Advance Directive, Aiding and abetting, Assault, Battery, Choice) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M17 L04 C70 02 Activity,module.m17.lesson.l04.card.c70_02_activity,"Active learning task: read the Objective 04 source details again and name one observation a CNA should notice, one change that should be reported to the licensed nurse, and one de-identified documentation cue. Do not create a diagnosis or care-plan change."
CNA Recertification Theory + Clinical Support,M17 L04 C70 03 Activity,module.m17.lesson.l04.card.c70_03_activity,"Active learning task: for CCCCO Module 17 Objective 04, decide which parts belong to online theory and which parts would require hands-on training or facility-specific direction. This reinforces the course boundary that online theory does not validate clinical competency."
CNA Recertification Theory + Clinical Support,M17 L04 C70 04 Activity,module.m17.lesson.l04.card.c70_04_activity,"Active learning task: imagine a fictional resident situation connected to Explain the Nurse Assistant role in preventing elder abuse. Choose the first safe CNA action, the person to notify, and the privacy rule to follow. Use no names, room numbers, facility details, or other PHI."
CNA Recertification Theory + Clinical Support,M17 L04 C70 05 Activity,module.m17.lesson.l04.card.c70_05_activity,"Active learning task: identify where this objective intersects with the resident care plan. State what the CNA can assist with as directed, what must be reported, and what must be left to licensed staff or facility policy."
CNA Recertification Theory + Clinical Support,M17 L04 C70 06 Activity,module.m17.lesson.l04.card.c70_06_activity,"Active learning task: teach this objective back in two plain-language sentences: first, what the CCCCO source requires the learner to know; second, how the CNA applies it safely through observation, assistance as directed, reporting, documentation, and escalation."
CNA Recertification Theory + Clinical Support,M17 L04 C90 Challenge,module.m17.lesson.l04.card.c90_challenge,"Practice challenge for CCCCO Module 17 Objective 4: Practice check: For CCCCO Module 17 Objective 4, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M17 L04 C91 Debrief,module.m17.lesson.l04.card.c91_debrief,"Debrief for CCCCO Module 17 Objective 4. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M17 L05 C01 Overview,module.m17.lesson.l05.card.c01_overview,"CCCCO Module 17 Objective 5 focuses on: Describe the Nurse Assistant role in reporting elder abuse. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M17 L05 C02 01 Delivery,module.m17.lesson.l05.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 17, Objective 5: Describe the Nurse Assistant role in reporting elder abuse and/or patients’/residents’ rights violations A. Review types of elder abuse and/or patients’/residents’ rights violations (refer to objective 2 &3) B. Reporting 1. Discuss your observations with a licensed nurse and/or other appropriate personnel 1) If Nurse Assistant observes the abuse incident, the Nurse Assistant is responsible for reporting; mandated reporter 2) LVN or RN may assist the Nurse Assistant in completing mandated forms and in submitting required forms to reporting agencies 2. Report observations as a mandated reporter, following federal

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L05 C02 02 Delivery,module.m17.lesson.l05.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 17, Objective 5: mandate for reporting suspected or actual elder abuse and/or patients’/residents’ rights violations 3. Follow agency policies regarding abuse reporting 4. Follow up on reported incident with licensed personnel 5. Reporting Resources 1) Adult Protective Services (APS) 2) Long-Term Care Ombudsmen 3) Eldercare Locator 4) National Center on Elder Abuse (NCEA) Abuse Reporting Form- SOC 341. Duty: Reporting Elder and Dependant Adult Abuse” Fax requests to Bureau of Medi- Cal Fraud and Elder Abuse. FAX: 916- 263-2565. Downloadable publications from CA Attorney General’s office available at

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L05 C02 03 Delivery,module.m17.lesson.l05.card.c02_03_delivery,"Source-supported teaching from CCCCO Module 17, Objective 5: bli cations D. Bureau of Medi-Cal Fraud and Elder Abuse /el der.php E. Red Flags of Abuse located at CEA/media/docs/Red- Flags-of-Elder-Abuse- English.pdf B. Class participation

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L05 C70 01 Activity,module.m17.lesson.l05.card.c70_01_activity,"Active learning task: use the CCCCO Module 17 terms for this objective (Abuse, Advance Directive, Aiding and abetting, Assault, Battery, Choice) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M17 L05 C70 02 Activity,module.m17.lesson.l05.card.c70_02_activity,"Active learning task: read the Objective 05 source details again and name one observation a CNA should notice, one change that should be reported to the licensed nurse, and one de-identified documentation cue. Do not create a diagnosis or care-plan change."
CNA Recertification Theory + Clinical Support,M17 L05 C70 03 Activity,module.m17.lesson.l05.card.c70_03_activity,"Active learning task: for CCCCO Module 17 Objective 05, decide which parts belong to online theory and which parts would require hands-on training or facility-specific direction. This reinforces the course boundary that online theory does not validate clinical competency."
CNA Recertification Theory + Clinical Support,M17 L05 C70 04 Activity,module.m17.lesson.l05.card.c70_04_activity,"Active learning task: imagine a fictional resident situation connected to Describe the Nurse Assistant role in reporting elder abuse. Choose the first safe CNA action, the person to notify, and the privacy rule to follow. Use no names, room numbers, facility details, or other PHI."
